index,Country,State
16177,United States,California
16178,United States,California
16179,United States,California
16180,United States,California
16181,United States,California
16182,United States,California
16183,United States,California
16184,United States,California
16185,United States,California
16186,United States,California
16187,United States,California
16188,United States,California
16189,United States,California
16190,United States,California
16191,United States,California
16192,United States,California
16193,United States,California
16194,United States,California
16195,United States,California
16196,United States,California
16197,United States,California
16198,United States,California
16199,United States,California
16200,United States,California
16201,United States,California
16202,United States,California
16203,United States,California
16204,United States,California
16205,United States,California
16206,United States,California
16207,United States,California
16208,United States,California
16209,United States,California
16210,United States,California
16211,United States,California
16212,United States,California
16213,United States,California
16214,United States,California
16215,United States,California
16216,United States,California
16217,United States,California
16218,United States,California
16219,United States,California
16220,United States,California
16221,United States,California
16222,United States,California
16223,United States,California
16224,United States,California
16225,United States,California
16226,United States,California
16227,United States,California
16228,United States,California
16229,United States,California
16230,United States,California
16231,United States,California
16232,United States,California
16233,United States,California
16234,United States,California
16235,United States,California
16236,United States,California
16237,United States,California
16238,United States,California
16239,United States,California
16240,United States,California
16241,United States,California
16242,United States,California
16243,United States,California
16244,United States,California
16245,United States,Texas
16246,United States,Texas
16247,United States,Texas
16248,United States,Texas
16249,United States,Texas
16250,United States,Texas
16251,United States,Texas
16252,United States,Texas
16253,United States,Texas
16254,United States,Texas
16255,United States,Texas
16256,United States,Texas
16257,United States,Texas
16258,United States,Texas
16259,United States,Texas
16260,United States,Texas
16261,United States,Texas
16262,United States,Texas
16263,United States,Texas
16264,United States,Texas
16265,United States,Texas
16266,United States,Texas
16267,United States,Texas
16268,United States,Texas
16269,United States,Texas
16270,United States,Texas
16271,United States,Texas
16272,United States,Texas
16273,United States,Texas
16274,United States,Texas
16275,United States,Texas
16276,United States,Texas
16277,United States,Texas
16278,United States,Texas
16279,United States,Texas
16280,United States,Texas
16281,United States,Texas
16282,United States,Texas
16283,United States,Texas
16284,United States,Texas
16285,United States,Texas
16286,United States,Texas
16287,United States,Texas
16288,United States,Texas
16289,United States,Texas
16290,United States,Texas
16291,United States,Texas
16292,United States,Texas
16293,United States,Texas
16294,United States,Texas
16295,United States,Texas
16296,United States,Texas
16297,United States,Texas
16298,United States,Texas
16299,United States,Texas
16300,United States,Texas
16301,United States,Texas
16302,United States,Texas
16303,United States,Texas
16304,United States,Texas
16305,United States,Texas
16306,United States,Texas
16307,United States,Texas
16308,United States,Texas
16309,United States,Texas
16310,United States,Texas
16311,United States,Texas
16312,United States,Texas
16313,United States,Texas
16314,United States,Texas
16315,United States,Texas
16316,United States,Texas
16317,United States,Texas
16318,United States,Texas
16319,United States,Texas
16320,United States,North Dakota
16321,United States,North Dakota
16322,United States,North Dakota
16323,United States,North Dakota
16324,United States,North Dakota
16325,United States,North Dakota
16327,United States,Vermont
16328,United States,Vermont
16329,United States,Vermont
16330,United States,Vermont
16331,United States,Vermont
16332,United States,Vermont
16333,United States,Vermont
16334,United States,Vermont
16335,United States,Vermont
16336,United States,Vermont
16337,United States,Vermont
16338,United States,Vermont
16339,United States,Vermont
16340,United States,Vermont
16341,United States,Vermont
16342,United States,Vermont
16343,United States,Vermont
16344,United States,Vermont
16345,United States,Vermont
16346,United States,Vermont
16347,United States,Vermont
16348,United States,Vermont
16349,United States,Vermont
16350,United States,Vermont
16351,United States,Vermont
16352,United States,Vermont
16353,United States,Vermont
16354,United States,Vermont
16355,United States,Vermont
16356,United States,Vermont
16357,United States,Vermont
16358,United States,Vermont
16359,United States,Vermont
16379,United States,Vermont
16380,United States,Vermont
16381,United States,Vermont
16382,United States,Vermont
16383,United States,Vermont
16384,United States,Vermont
16385,United States,Vermont
16386,United States,Vermont
16387,United States,Vermont
16388,United States,Vermont
16389,United States,Vermont
16390,United States,Vermont
16391,United States,Vermont
16392,United States,Vermont
16393,United States,Vermont
16394,United States,Vermont
16395,United States,Vermont
16396,United States,Vermont
16397,United States,Vermont
16398,United States,Vermont
16399,United States,Vermont
16400,United States,Vermont
16401,United States,Vermont
16402,United States,Vermont
16403,United States,Vermont
16404,United States,Vermont
16405,United States,Vermont
16406,United States,Vermont
16407,United States,Vermont
16408,United States,Vermont
16409,United States,Vermont
16410,United States,Vermont
16411,United States,Vermont
16412,United States,Vermont
16413,United States,Vermont
16414,United States,Vermont
16415,United States,Vermont
16416,United States,Vermont
16417,United States,Vermont
16418,United States,Vermont
16419,United States,Vermont
16420,United States,Vermont
16421,United States,Vermont
16422,United States,Vermont
16423,United States,Vermont
16424,United States,Vermont
16425,United States,Vermont
16426,United States,Vermont
16427,United States,Vermont
16428,United States,Vermont
16429,United States,Vermont
16430,United States,Vermont
16431,United States,Vermont
16454,United States,North Dakota
16455,United States,North Dakota
16456,United States,North Dakota
16457,United States,North Dakota
16458,United States,North Dakota
16459,United States,North Dakota
16460,United States,North Dakota
16461,United States,North Dakota
16462,United States,North Dakota
16463,United States,North Dakota
16464,United States,North Dakota
16465,United States,North Dakota
16466,United States,North Dakota
16467,United States,North Dakota
16468,United States,North Dakota
16498,United States,North Dakota
16499,United States,North Dakota
16500,United States,North Dakota
16501,United States,North Dakota
16502,United States,North Dakota
16503,United States,North Dakota
16504,United States,North Dakota
16505,United States,North Dakota
16506,United States,North Dakota
16507,United States,North Dakota
16508,United States,North Dakota
16509,United States,North Dakota
16510,United States,North Dakota
16511,United States,North Dakota
16512,United States,North Dakota
16543,United States,North Dakota
16544,United States,North Dakota
16545,United States,North Dakota
16546,United States,North Dakota
16547,United States,North Dakota
16548,United States,North Dakota
16549,United States,North Dakota
16550,United States,North Dakota
16551,United States,North Dakota
16552,United States,North Dakota
16553,United States,North Dakota
16554,United States,North Dakota
16555,United States,North Dakota
16556,United States,North Dakota
16557,United States,North Dakota
16595,United States,Colorado
16596,United States,Colorado
16597,United States,Colorado
16598,United States,Colorado
16599,United States,Colorado
16600,United States,Colorado
16601,United States,Colorado
16602,United States,Colorado
16603,United States,Colorado
16604,United States,Colorado
16605,United States,Colorado
16606,United States,Colorado
16607,United States,Colorado
16608,United States,North Dakota
16609,United States,North Dakota
16610,United States,North Dakota
16611,United States,North Dakota
16612,United States,North Dakota
16613,United States,North Dakota
16614,United States,North Dakota
16615,United States,North Dakota
16616,United States,North Dakota
16617,United States,North Dakota
16618,United States,North Dakota
16619,United States,North Dakota
16620,United States,North Dakota
16621,United States,North Dakota
16622,United States,North Dakota
16623,United States,North Dakota
16624,United States,North Dakota
16625,United States,North Dakota
16626,United States,North Dakota
16627,United States,North Dakota
16628,United States,North Dakota
16629,United States,North Dakota
16630,United States,North Dakota
16631,United States,North Dakota
16632,United States,North Dakota
16633,United States,North Dakota
16634,United States,North Dakota
16635,United States,North Dakota
16636,United States,North Dakota
16637,United States,North Dakota
16638,United States,North Dakota
16639,United States,North Dakota
16640,United States,North Dakota
16641,United States,North Dakota
16642,United States,North Dakota
16643,United States,North Dakota
16644,United States,North Dakota
16645,United States,North Dakota
16646,United States,North Dakota
16647,United States,North Dakota
16648,United States,North Dakota
16649,United States,North Dakota
16650,United States,North Dakota
16651,United States,North Dakota
16652,United States,North Dakota
16653,United States,North Dakota
16654,United States,North Dakota
16655,United States,North Dakota
16656,United States,North Dakota
16657,United States,North Dakota
16658,United States,North Dakota
16659,United States,North Dakota
16660,United States,North Dakota
16661,United States,North Dakota
16662,United States,North Dakota
16663,United States,North Dakota
16664,United States,North Dakota
16665,United States,North Dakota
16666,United States,North Dakota
16667,United States,North Dakota
16668,United States,North Dakota
16669,United States,North Dakota
16670,United States,North Dakota
16671,United States,North Dakota
16672,United States,North Dakota
16673,United States,North Dakota
16674,United States,North Dakota
16675,United States,North Dakota
16676,United States,North Dakota
16677,United States,North Dakota
16678,United States,North Dakota
16679,United States,North Dakota
16680,United States,North Dakota
16681,United States,North Dakota
16682,United States,North Dakota
16683,United States,North Dakota
16684,United States,North Dakota
16685,United States,North Dakota
16686,United States,North Dakota
16687,United States,North Dakota
16688,United States,North Dakota
16689,United States,North Dakota
16690,United States,North Dakota
16691,United States,North Dakota
16692,United States,North Dakota
16693,United States,North Dakota
16694,United States,North Dakota
16695,United States,North Dakota
16696,United States,North Dakota
16697,United States,North Dakota
16698,United States,North Dakota
16699,United States,North Dakota
16700,United States,North Dakota
16701,United States,North Dakota
16702,United States,North Dakota
16703,United States,North Dakota
16704,United States,North Dakota
16705,United States,North Dakota
16706,United States,North Dakota
16707,United States,California
16708,United States,California
16709,United States,California
16710,United States,California
16711,United States,California
16712,United States,California
16713,United States,California
16714,United States,California
16715,United States,California
16716,United States,California
16717,United States,California
16718,United States,California
16719,United States,California
16720,United States,California
16721,United States,California
16722,United States,California
16723,United States,California
16724,United States,California
16725,United States,California
16726,United States,California
16727,United States,California
16728,United States,California
16729,United States,California
16730,United States,California
16731,United States,California
16732,United States,California
16733,United States,California
16734,United States,California
16735,United States,California
16736,United States,California
16737,United States,California
16738,United States,Oregon
16739,United States,Oregon
16740,United States,Oregon
16741,United States,Oregon
16742,United States,Oregon
16743,United States,Oregon
16744,United States,Oregon
16745,United States,Oregon
16746,United States,Oregon
16747,United States,Oregon
16748,United States,Oregon
16749,United States,Oregon
16750,United States,Oregon
16751,United States,Oregon
16752,United States,Oregon
16753,United States,Oregon
16754,United States,Oregon
16755,United States,Oregon
16756,United States,Oregon
16757,United States,Oregon
16758,United States,Oregon
16759,United States,Oregon
16760,United States,Oregon
16761,United States,Oregon
16762,United States,Oregon
16763,United States,Oregon
16764,United States,Oregon
16765,United States,Oregon
16766,United States,Oregon
16767,United States,Oregon
16768,United States,Oregon
16769,United States,Oregon
16770,United States,Oregon
16771,United States,Oregon
16772,United States,Oregon
16773,United States,Oregon
16774,United States,Oregon
16775,United States,Oregon
16776,United States,Oregon
16777,United States,Oregon
16778,United States,Oregon
16779,United States,Oregon
16780,United States,Oregon
16781,United States,Oregon
16782,United States,Oregon
16783,United States,Oregon
16784,United States,Oregon
16785,United States,Oregon
16786,United States,Oregon
16787,United States,Oregon
16788,United States,Oregon
16789,United States,Oregon
16790,United States,Oregon
16791,United States,Oregon
16792,United States,Oregon
16793,United States,Oregon
16794,United States,Oregon
16795,United States,Oregon
16796,United States,Oregon
16797,United States,Oregon
16798,United States,Oregon
16799,United States,Oregon
16800,United States,Oregon
16801,United States,Oregon
16802,United States,Oregon
16803,United States,Oregon
16804,United States,Oregon
16805,United States,Oregon
16806,United States,Oregon
16807,United States,Oregon
16808,United States,Oregon
16809,United States,Oregon
16810,United States,Oregon
16811,United States,Oregon
16812,United States,Oregon
16813,United States,Oregon
16814,United States,Oregon
16815,United States,Oregon
16816,United States,Oregon
16817,United States,Oregon
16818,United States,Oregon
16819,United States,Colorado
16820,United States,Colorado
16821,United States,Colorado
16822,United States,Colorado
16823,United States,Colorado
16824,United States,Colorado
16825,United States,Colorado
16826,United States,Colorado
16827,United States,Colorado
16828,United States,Colorado
16829,United States,Colorado
16830,United States,Colorado
16831,United States,Washington
16832,United States,Washington
16833,United States,Washington
16834,United States,Washington
16835,United States,Washington
16836,United States,Washington
16837,United States,Washington
16838,United States,Washington
16862,United States,Nebraska
16863,United States,Nebraska
16864,United States,Nebraska
16865,United States,Nebraska
16866,United States,Nebraska
16867,United States,Nebraska
16882,United States,Colorado
16883,United States,Colorado
16884,United States,Colorado
16885,United States,Colorado
16886,United States,Colorado
16887,United States,Colorado
16888,United States,Colorado
16889,United States,Colorado
16890,United States,Colorado
16891,United States,Colorado
16892,United States,Colorado
16893,United States,Colorado
16894,United States,Colorado
16895,United States,Colorado
16896,United States,Colorado
16897,United States,Colorado
16898,United States,Colorado
16899,United States,Colorado
16900,United States,Colorado
16901,United States,Colorado
16902,United States,Colorado
16903,United States,Colorado
16904,United States,Colorado
16905,United States,Colorado
16906,United States,Colorado
16907,United States,Colorado
16908,United States,Colorado
16909,United States,Colorado
16910,United States,Colorado
16911,United States,Colorado
16912,United States,Colorado
16913,United States,Colorado
16914,United States,Colorado
16915,United States,Colorado
16916,United States,Colorado
16949,United States,Nebraska
16950,United States,Nebraska
16951,United States,Nebraska
16952,United States,Nebraska
16953,United States,Nebraska
16954,United States,Nebraska
16955,United States,Nebraska
16956,United States,Nebraska
16957,United States,Nebraska
16958,United States,Nebraska
16959,United States,Nebraska
16960,United States,Nebraska
16961,United States,Nebraska
16962,United States,Nebraska
16963,United States,Nebraska
16964,United States,Nebraska
16965,United States,Nebraska
16966,United States,Nebraska
16967,United States,Nebraska
16968,United States,Nebraska
16969,United States,Nebraska
16970,United States,Nebraska
16971,United States,Nebraska
16972,United States,Nebraska
16973,United States,Nebraska
16974,United States,Nebraska
16975,United States,Nebraska
16976,United States,Nebraska
16977,United States,Nebraska
16978,United States,California
16979,United States,California
16980,United States,California
16981,United States,California
16982,United States,California
16983,United States,California
16984,United States,California
16985,United States,California
16986,United States,California
16987,United States,California
16988,United States,California
16989,United States,California
16990,United States,California
16991,United States,California
16992,United States,California
16993,United States,California
16994,United States,California
16995,United States,California
16996,United States,California
16997,United States,California
17003,United States,New Mexico
17004,United States,New Mexico
17005,United States,New Mexico
17006,United States,New Mexico
17007,United States,New Mexico
17008,United States,New Mexico
17009,United States,Oklahoma
17010,United States,Oklahoma
17011,United States,Oklahoma
17012,United States,Oklahoma
17013,United States,Oklahoma
17014,United States,Oklahoma
17015,United States,Oklahoma
17016,United States,Oklahoma
17017,United States,Oklahoma
17018,United States,Oklahoma
17019,United States,Oklahoma
17020,United States,Oklahoma
17021,United States,Oklahoma
17022,United States,Oklahoma
17023,United States,Oklahoma
17024,United States,Oklahoma
17025,United States,Oklahoma
17026,United States,Oklahoma
17027,United States,Oklahoma
17028,United States,Oklahoma
17029,United States,Oklahoma
17030,United States,Oklahoma
17031,United States,Oklahoma
17032,United States,Oklahoma
17033,United States,Oklahoma
17034,United States,Oklahoma
17035,United States,Oklahoma
17036,United States,Oklahoma
17037,United States,Oklahoma
17038,United States,Oklahoma
17039,United States,Oklahoma
17040,United States,Oklahoma
17041,United States,Oklahoma
17042,United States,Oklahoma
17043,United States,Texas
17044,United States,Texas
17045,United States,Indiana
17046,United States,Indiana
17047,United States,Indiana
17048,United States,Indiana
17049,United States,Indiana
17050,United States,Indiana
17051,United States,Indiana
17052,United States,Indiana
17053,United States,Indiana
17054,United States,Indiana
17055,United States,Indiana
17056,United States,Indiana
17057,United States,Indiana
17058,United States,Indiana
17059,United States,Indiana
17060,United States,Indiana
17061,United States,Indiana
17062,United States,Indiana
17063,United States,Indiana
17064,United States,Indiana
17065,United States,Indiana
17066,United States,Indiana
17067,United States,Indiana
17068,United States,Indiana
17073,United States,Texas
17074,United States,Texas
17075,United States,Texas
17076,United States,Texas
17077,United States,Texas
17078,United States,Texas
17091,United States,Kansas
17092,United States,Kansas
17093,United States,Kansas
17094,United States,Kansas
17095,United States,Kansas
17096,United States,Kansas
17097,United States,Kansas
17098,United States,Kansas
17099,United States,Kansas
17100,United States,Kentucky
17101,United States,Kentucky
17102,United States,Kentucky
17103,United States,Kentucky
17104,United States,Kentucky
17105,United States,Kentucky
17106,United States,Kentucky
17107,United States,Kentucky
17108,United States,Kentucky
17109,United States,Kentucky
17110,United States,Kentucky
17111,United States,Kentucky
17112,United States,Kentucky
17113,United States,Kentucky
17114,United States,Kentucky
17115,United States,Kentucky
17116,United States,Kentucky
17117,United States,Kentucky
17118,United States,Kentucky
17119,United States,Kentucky
17120,United States,Kentucky
17121,United States,Kentucky
17122,United States,Kentucky
17123,United States,Kentucky
17124,United States,Kentucky
17125,United States,Kentucky
17126,United States,Kentucky
17127,United States,Kentucky
17128,United States,Kentucky
17129,United States,Kentucky
17130,United States,Kentucky
17131,United States,Kentucky
17132,United States,Kentucky
17133,United States,Kentucky
17134,United States,Kentucky
17135,United States,Kentucky
17136,United States,Kentucky
17137,United States,Kentucky
17138,United States,Kentucky
17139,United States,Kentucky
17140,United States,Kentucky
17141,United States,Kentucky
17142,United States,Kentucky
17143,United States,Kentucky
17144,United States,Kentucky
17145,United States,Kentucky
17146,United States,Kentucky
17147,United States,Kentucky
17148,United States,Kentucky
17149,United States,Kentucky
17150,United States,Kentucky
17151,United States,Kentucky
17152,United States,Kentucky
17192,United States,New Jersey
17193,United States,New Jersey
17194,United States,New Jersey
17195,United States,New Jersey
17196,United States,New Jersey
17197,United States,New Jersey
17198,United States,New Jersey
17199,United States,New Jersey
17200,United States,New Jersey
17201,United States,New Jersey
17202,United States,New Jersey
17203,United States,New Jersey
17204,United States,New Jersey
17205,United States,New Jersey
17206,United States,New Jersey
17207,United States,New Jersey
17208,United States,New Jersey
17209,United States,New Jersey
17210,United States,New Jersey
17211,United States,New Jersey
17212,United States,Kentucky
17213,United States,Kentucky
17214,United States,Kentucky
17215,United States,Kentucky
17216,United States,Kentucky
17217,United States,Kentucky
17218,United States,Kentucky
17219,United States,Kentucky
17220,United States,Kentucky
17221,United States,Kentucky
17222,United States,Kentucky
17223,United States,Kentucky
17224,United States,Kentucky
17225,United States,Kentucky
17226,United States,Kentucky
17227,United States,Kentucky
17228,United States,Kentucky
17229,United States,Kentucky
17230,United States,Kentucky
17231,United States,Kentucky
17232,United States,Kentucky
17233,United States,Kentucky
17234,United States,Kentucky
17235,United States,Kentucky
17236,United States,Kentucky
17237,United States,Kentucky
17238,United States,Kentucky
17239,United States,Kentucky
17240,United States,Kentucky
17241,United States,Kentucky
17242,United States,Kentucky
17243,United States,Kentucky
17244,United States,Kentucky
17245,United States,Kentucky
17246,United States,Kentucky
17247,United States,Kentucky
17248,United States,Kentucky
17249,United States,Kentucky
17250,United States,Kentucky
17251,United States,Kentucky
17252,United States,Kentucky
17253,United States,Kentucky
17254,United States,Kentucky
17255,United States,Kentucky
17256,United States,Kentucky
17257,United States,Kentucky
17258,United States,Kentucky
17259,United States,Kentucky
17260,United States,Kentucky
17261,United States,Kentucky
17262,United States,Kentucky
17263,United States,Kentucky
17264,United States,Kentucky
17265,United States,Kentucky
17266,United States,Kentucky
17267,United States,Kentucky
17268,United States,Kentucky
17269,United States,Kentucky
17270,United States,Kentucky
17271,United States,Kentucky
17272,United States,Kentucky
17273,United States,Kentucky
17274,United States,Kentucky
17275,United States,Kentucky
17276,United States,Kentucky
17277,United States,Kentucky
17278,United States,Kentucky
17279,United States,Kentucky
17280,United States,Kentucky
17281,United States,Kentucky
17282,United States,Kentucky
17283,United States,Kentucky
17284,United States,Kentucky
17285,United States,Kentucky
17286,United States,Kentucky
17287,United States,Kentucky
17288,United States,Kentucky
17289,United States,Kentucky
17290,United States,Kentucky
17291,United States,Kentucky
17292,United States,Kentucky
17293,United States,Kentucky
17294,United States,Alaska
17295,United States,Alaska
17296,United States,Alaska
17297,United States,Alaska
17298,United States,Alaska
17299,United States,Alaska
17300,United States,Alaska
17301,United States,Alaska
17302,United States,Alaska
17303,United States,Alaska
17304,United States,Alaska
17305,United States,New Jersey
17306,United States,New Jersey
17307,United States,South Dakota
17308,United States,South Dakota
17309,United States,South Dakota
17310,United States,South Dakota
17311,United States,South Dakota
17312,United States,South Dakota
17313,United States,South Dakota
17314,United States,South Dakota
17315,United States,South Dakota
17316,United States,South Dakota
17317,United States,South Dakota
17318,United States,South Dakota
17319,United States,South Dakota
17320,United States,South Dakota
17321,United States,South Dakota
17322,United States,South Dakota
17323,United States,South Dakota
17324,United States,South Dakota
17325,United States,South Dakota
17326,United States,South Dakota
17327,United States,South Dakota
17328,United States,South Dakota
17329,United States,South Dakota
17330,United States,South Dakota
17331,United States,South Dakota
17332,United States,South Dakota
17333,United States,South Dakota
17334,United States,South Dakota
17335,United States,South Dakota
17336,United States,South Dakota
17337,United States,South Dakota
17338,United States,South Dakota
17339,United States,South Dakota
17340,United States,South Dakota
17341,United States,South Dakota
17342,United States,South Dakota
17343,United States,Kansas
17344,United States,Kansas
17345,United States,Kansas
17346,United States,Kansas
17347,United States,Kansas
17348,United States,Kansas
17349,United States,Kansas
17350,United States,Kansas
17351,United States,Kansas
17352,United States,Kansas
17353,United States,Kansas
17354,United States,Kansas
17355,United States,Kansas
17356,United States,Kansas
17357,United States,Kansas
17358,United States,Kansas
17359,United States,Kansas
17360,United States,Kansas
17361,United States,Texas
17362,United States,Texas
17363,United States,Texas
17364,United States,Texas
17365,United States,Texas
17366,United States,Texas
17367,United States,Texas
17368,United States,Texas
17369,United States,Texas
17370,United States,Alaska
17371,United States,Alaska
17372,United States,Alaska
17373,United States,Alaska
17374,United States,Alaska
17375,United States,Alaska
17385,United States,New Mexico
17386,United States,New Mexico
17387,United States,New Mexico
17388,United States,New Mexico
17389,United States,New Mexico
17390,United States,New Mexico
17391,United States,New Mexico
17392,United States,New Mexico
17393,United States,New Mexico
17394,United States,New Mexico
17395,United States,New Mexico
17396,United States,New Mexico
17397,United States,New Mexico
17398,United States,Idaho
17399,United States,Idaho
17400,United States,South Dakota
17401,United States,South Dakota
17402,United States,South Dakota
17403,United States,Texas
17404,United States,Texas
17405,United States,Texas
17406,United States,Texas
17407,United States,South Dakota
17408,United States,South Dakota
17409,United States,South Dakota
17410,United States,South Dakota
17411,United States,South Dakota
17412,United States,South Dakota
17413,United States,South Dakota
17414,United States,South Dakota
17415,United States,South Dakota
17416,United States,South Dakota
17417,United States,South Dakota
17418,United States,South Dakota
17419,United States,South Dakota
17420,United States,South Dakota
17429,United States,Louisiana
17430,United States,Louisiana
17431,United States,Louisiana
17432,United States,Louisiana
17433,United States,Louisiana
17434,United States,Louisiana
17435,United States,Louisiana
17436,United States,Louisiana
17437,United States,Louisiana
17438,United States,Louisiana
17439,United States,Louisiana
17440,United States,Louisiana
17441,United States,Louisiana
17442,United States,Louisiana
17443,United States,Louisiana
17444,United States,Louisiana
17445,United States,Louisiana
17446,United States,Louisiana
17447,United States,Louisiana
17448,United States,Louisiana
17449,United States,Louisiana
17450,United States,Louisiana
17451,United States,Tennessee
17452,United States,Tennessee
17453,United States,Tennessee
17454,United States,Tennessee
17455,United States,Tennessee
17456,United States,Tennessee
17457,United States,Tennessee
17458,United States,Tennessee
17459,United States,Tennessee
17460,United States,Tennessee
17461,United States,Tennessee
17462,United States,Tennessee
17463,United States,Tennessee
17464,United States,Tennessee
17465,United States,Tennessee
17466,United States,Tennessee
17467,United States,Tennessee
17468,United States,Tennessee
17469,United States,Tennessee
17470,United States,Tennessee
17471,United States,Tennessee
17472,United States,Tennessee
17473,United States,Tennessee
17474,United States,Tennessee
17475,United States,Georgia
17476,United States,Georgia
17477,United States,Georgia
17478,United States,Georgia
17479,United States,Georgia
17480,United States,Georgia
17481,United States,Georgia
17482,United States,Georgia
17483,United States,Georgia
17484,United States,Georgia
17485,United States,Georgia
17486,United States,Georgia
17487,United States,Georgia
17488,United States,Georgia
17489,United States,Georgia
17490,United States,Georgia
17491,United States,Georgia
17492,United States,Georgia
17493,United States,Georgia
17494,United States,Georgia
17495,United States,Georgia
17496,United States,Georgia
17497,United States,Georgia
17498,United States,Georgia
17499,United States,Georgia
17500,United States,Georgia
17501,United States,Georgia
17502,United States,Georgia
17503,United States,Georgia
17504,United States,Georgia
17505,United States,Georgia
17506,United States,Georgia
17507,United States,Georgia
17508,United States,Georgia
17509,United States,Georgia
17510,United States,Georgia
17511,United States,Georgia
17512,United States,Georgia
17513,United States,Georgia
17514,United States,Georgia
17515,United States,Georgia
17516,United States,Georgia
17517,United States,Georgia
17518,United States,Georgia
17519,United States,Georgia
17520,United States,Georgia
17521,United States,Georgia
17522,United States,Georgia
17523,United States,Georgia
17524,United States,Georgia
17525,United States,Georgia
17526,United States,Georgia
17527,United States,Georgia
17528,United States,Georgia
17530,United States,Kansas
17531,United States,Kansas
17532,United States,Kansas
17533,United States,Kansas
17534,United States,Kansas
17535,United States,Kansas
17536,United States,Kansas
17537,United States,Kansas
17538,United States,Kansas
17539,United States,Kansas
17540,United States,Kansas
17541,United States,Kansas
17542,United States,Kansas
17543,United States,Kansas
17544,United States,Kansas
17545,United States,Kansas
17548,United States,South Dakota
17549,United States,South Dakota
17550,United States,Illinois
17551,United States,Illinois
17552,United States,Illinois
17553,United States,Illinois
17554,United States,Illinois
17555,United States,Illinois
17556,United States,Illinois
17557,United States,Illinois
17558,United States,Illinois
17559,United States,Illinois
17560,United States,Illinois
17561,United States,Illinois
17562,United States,Illinois
17563,United States,Illinois
17564,United States,Illinois
17565,United States,Illinois
17566,United States,New York
17567,United States,Montana
17568,United States,Montana
17569,United States,Montana
17570,United States,Montana
17571,United States,Montana
17572,United States,Montana
17573,United States,Montana
17574,United States,Montana
17575,United States,Montana
17576,United States,Montana
17577,United States,Montana
17578,United States,Montana
17579,United States,Montana
17580,United States,Montana
17739,United States,Oregon
17740,United States,Oregon
17741,United States,Oregon
17742,United States,Oregon
17743,United States,Oregon
17744,United States,Oregon
17745,United States,Oregon
17746,United States,Oregon
17747,United States,Oregon
17748,United States,Oregon
17749,United States,Oregon
17750,United States,Oregon
17751,United States,Oregon
17752,United States,Oregon
17753,United States,Oregon
17754,United States,Oregon
17755,United States,Oregon
17756,United States,Oregon
17757,United States,Oregon
17758,United States,Oregon
17759,United States,Oregon
17760,United States,Oregon
17761,United States,Oregon
17762,United States,Oregon
17763,United States,Oregon
17764,United States,Oregon
17765,United States,Oregon
17766,United States,Oregon
17767,United States,Oregon
17768,United States,Oregon
17769,United States,Oregon
17770,United States,Oregon
17771,United States,Oregon
17772,United States,Oregon
17773,United States,Oregon
17774,United States,Oregon
17775,United States,Oregon
17776,United States,Oregon
17777,United States,Oregon
17778,United States,Oregon
17779,United States,Oregon
17780,United States,Oregon
17781,United States,Oregon
17782,United States,Oregon
17783,United States,Oregon
17784,United States,Oregon
17785,United States,Oregon
17786,United States,Oregon
17787,United States,Oregon
17788,United States,Oregon
17789,United States,Oregon
17790,United States,Oregon
17791,United States,Oregon
17792,United States,Oregon
17793,United States,Oregon
17794,United States,Oregon
17795,United States,Oregon
17796,United States,Oregon
17797,United States,Oregon
17798,United States,Oregon
17799,United States,Oregon
17800,United States,Oregon
17801,United States,Oregon
17802,United States,Oregon
17803,United States,Oregon
17804,United States,Oregon
17805,United States,Oregon
17806,United States,Oregon
17807,United States,Oregon
17808,United States,Oregon
17809,United States,Oregon
17810,United States,Oregon
17811,United States,Oregon
17812,United States,Oregon
17813,United States,California
17814,United States,California
17815,United States,California
17816,United States,California
17817,United States,California
17818,United States,California
17819,United States,California
17820,United States,California
17821,United States,California
17822,United States,California
17823,United States,California
17824,United States,California
17825,United States,California
17826,United States,California
17827,United States,California
17828,United States,California
17829,United States,California
17830,United States,California
17831,United States,California
17832,United States,California
17833,United States,California
17834,United States,California
17835,United States,California
17839,United States,Oregon
17840,United States,Oregon
17841,United States,Oregon
17842,United States,Oregon
17843,United States,Oregon
17844,United States,Oregon
17845,United States,Oregon
17846,United States,Oregon
17847,United States,Oregon
17848,United States,Oregon
17849,United States,Kansas
17850,United States,Kansas
17851,United States,Kansas
17852,United States,Kansas
17853,United States,Kansas
17854,United States,Kansas
17855,United States,Kansas
17856,United States,Kansas
17857,United States,Kansas
17858,United States,Oregon
17859,United States,Oregon
17860,United States,Oregon
17861,United States,Oregon
17862,United States,Oregon
17863,United States,Oregon
17864,United States,Oregon
17865,United States,Oregon
17866,United States,Oregon
17867,United States,Oregon
17868,United States,Oregon
17869,United States,Oregon
17870,United States,Oregon
17871,United States,Oregon
17872,United States,Oregon
17873,United States,Oregon
17874,United States,Oregon
17875,United States,Oregon
17876,United States,Oregon
17877,United States,Oregon
17878,United States,Oregon
17879,United States,Oregon
17880,United States,Oregon
17881,United States,Oregon
17882,United States,Oregon
17883,United States,Oregon
17884,United States,Oregon
17885,United States,Oregon
17886,United States,Oregon
17887,United States,Oregon
17888,United States,Oregon
17889,United States,Oregon
17890,United States,Oregon
17891,United States,Oregon
17892,United States,Oregon
17893,United States,Oregon
17894,United States,Oregon
17895,United States,Oregon
17896,United States,Oregon
17897,United States,Oregon
